Uid,Pid,Time
39,6413,2009-05-01 18:35
39,3991,2009-05-01 19:38
39,349,2009-05-01 19:41
39,2111,2009-05-01 19:56
39,1120,2009-05-01 20:04
39,5084,2009-05-01 20:34
39,3100,2009-05-01 21:01
39,4124,2009-05-01 21:43
39,4124,2009-05-01 21:44
39,6848,2009-05-01 21:44
39,3710,2009-05-02 16:45
39,4861,2009-05-02 16:48
39,3156,2009-05-02 19:38
39,2547,2009-05-02 20:10
39,1899,2009-05-02 21:58
39,5123,2009-05-02 22:19
39,1155,2009-05-03 00:02
39,2439,2009-05-03 00:13
39,2778,2009-05-03 00:36
39,4221,2009-05-03 05:18
39,5884,2009-05-03 05:19
39,5535,2009-05-03 05:31
39,4482,2009-05-03 16:54
39,2593,2009-05-03 17:03
2121,4431,2009-05-05 03:20
2121,4423,2009-05-05 03:22
2121,5112,2009-05-05 03:26
758,4865,2009-06-02 01:59
758,693,2009-06-02 22:51
758,4634,2009-06-02 22:57
1396,4681,2009-06-09 19:26
1396,1000,2009-06-09 19:30
1396,4861,2009-06-09 19:41
1396,3710,2009-06-09 19:43
1396,1701,2009-06-09 19:45
1396,6187,2009-06-09 19:59
78,472,2009-06-10 02:25
1396,6838,2009-06-10 18:54
78,2300,2009-06-10 19:40
2235,3100,2009-06-10 20:30
2235,3991,2009-06-10 20:31
2235,349,2009-06-10 20:31
2235,5084,2009-06-10 20:37
2235,2560,2009-06-10 20:55
2235,1540,2009-06-10 21:03
2235,3280,2009-06-10 21:14
2235,2111,2009-06-10 21:28
2235,2439,2009-06-10 21:38
2235,1155,2009-06-10 21:40
2235,5123,2009-06-10 21:43
2235,1625,2009-06-10 21:46
2235,4221,2009-06-10 21:59
2235,4681,2009-06-10 22:09
78,5125,2009-06-11 01:54
78,1970,2009-06-11 02:02
78,2140,2009-06-11 02:14
78,5153,2009-06-11 02:25
78,2773,2009-06-11 03:05
78,6380,2009-06-11 03:07
78,4505,2009-06-11 03:16
78,3735,2009-06-11 03:20
78,3483,2009-06-11 03:27
78,2949,2009-06-11 03:30
78,3468,2009-06-11 03:36
78,6382,2009-06-11 03:40
78,4221,2009-06-11 03:55
78,5884,2009-06-11 03:57
78,5458,2009-06-11 04:02
78,5124,2009-06-11 04:27
78,4530,2009-06-11 04:41
78,4681,2009-06-11 04:51
78,2913,2009-06-11 05:00
78,5028,2009-06-12 01:27
78,2031,2009-06-12 02:03
78,3686,2009-06-12 07:54
78,1600,2009-06-12 20:02
78,1294,2009-06-13 02:17
78,808,2009-06-13 02:33
78,1905,2009-06-13 03:04
78,390,2009-06-13 18:32
78,6838,2009-06-13 19:43
78,4482,2009-06-13 19:58
78,6538,2009-06-13 20:47
78,2593,2009-06-13 20:49
78,6242,2009-06-14 05:48
78,970,2009-06-14 07:02
3123,4427,2009-06-21 17:05
3123,6069,2009-06-22 08:27
3123,2174,2009-06-22 08:28
3123,534,2009-06-22 08:35
3123,808,2009-06-23 04:19
3123,6187,2009-06-30 16:32
3123,1905,2009-06-30 20:43
3123,4482,2009-07-01 19:00
3123,6838,2009-07-02 00:44
2666,2778,2009-07-02 21:18
2666,2439,2009-07-02 21:32
2666,1120,2009-07-02 21:54
2666,349,2009-07-02 22:51
2666,3991,2009-07-02 22:55
2666,5124,2009-07-02 23:56
2666,5458,2009-07-02 23:56
2666,5535,2009-07-03 00:01
2666,6848,2009-07-03 00:01
2666,4124,2009-07-03 00:02
2666,1155,2009-07-03 00:34
2666,5123,2009-07-03 04:36
2666,3996,2009-07-03 21:18
2666,6286,2009-07-03 21:20
3123,4681,2009-07-08 01:14
3123,4861,2009-07-08 01:15
3123,970,2009-07-08 01:29
1926,532,2009-07-13 03:14
1926,4514,2009-07-13 03:40
1926,4464,2009-07-13 15:31
1926,3094,2009-07-13 16:53
2277,220,2009-07-14 21:40
2277,1313,2009-07-14 21:48
2277,6593,2009-07-14 21:56
239,268,2009-07-15 02:19
239,1492,2009-07-15 02:23
239,148,2009-07-15 02:27
239,4588,2009-07-15 02:32
239,6286,2009-07-15 05:21
239,1255,2009-07-15 17:14
239,2266,2009-07-15 19:42
979,5124,2009-07-16 02:14
979,5458,2009-07-16 02:15
979,4221,2009-07-16 02:31
979,5884,2009-07-16 02:33
239,3121,2009-07-16 08:55
2235,2756,2009-07-18 22:00
2235,5855,2009-07-19 03:58
2235,3265,2009-07-19 03:58
2235,1610,2009-07-19 04:00
2235,2339,2009-07-22 04:01
2235,4275,2009-07-22 20:44
2235,4286,2009-07-22 21:06
2235,6460,2009-07-24 20:56
2235,5420,2009-07-25 04:17
2235,6184,2009-07-25 04:20
2235,2617,2009-07-25 04:30
2235,4427,2009-07-25 04:48
2235,628,2009-07-28 00:06
2235,1043,2009-07-28 22:04
2235,5925,2009-07-28 22:10
2235,342,2009-07-28 22:59
239,1808,2009-07-29 02:52
239,4716,2009-07-29 03:02
239,5877,2009-07-29 03:05
2372,2622,2009-08-01 17:14
2372,1246,2009-08-01 23:34
2372,2129,2009-08-02 00:45
2235,3361,2009-08-06 05:29
2235,5816,2009-08-06 05:35
2235,4402,2009-08-06 05:36
2235,1321,2009-08-06 05:37
116,4646,2009-08-11 05:46
116,4646,2009-08-11 18:00
116,3097,2009-08-11 20:09
116,4646,2009-08-11 21:53
116,1667,2009-08-11 21:55
2235,3680,2009-08-12 23:06
2235,480,2009-08-13 21:46
2235,5802,2009-08-13 22:10
2130,5250,2009-08-16 19:37
2130,4865,2009-08-16 19:43
2130,556,2009-08-16 22:02
2130,1839,2009-08-16 23:34
2130,1965,2009-08-16 23:35
2130,2989,2009-08-16 23:39
2130,6869,2009-08-16 23:43
2235,1255,2009-08-20 20:24
2235,5146,2009-08-21 01:09
2235,3160,2009-08-21 01:14
83,1735,2009-08-21 23:46
83,5742,2009-08-22 01:04
83,5153,2009-08-22 02:52
770,2902,2009-08-22 07:48
770,6783,2009-08-22 21:46
770,6753,2009-08-23 00:07
770,1623,2009-08-23 06:20
770,216,2009-08-23 06:33
770,6783,2009-08-23 10:49
770,1242,2009-08-23 11:44
770,1242,2009-08-24 00:00
770,6783,2009-08-24 06:36
770,2211,2009-08-24 07:17
770,2211,2009-08-24 10:22
770,623,2009-08-24 13:30
2419,4863,2009-08-24 17:00
2235,6209,2009-08-24 21:59
2235,1430,2009-08-24 22:48
770,3542,2009-08-25 06:18
770,2501,2009-08-25 09:51
770,4328,2009-08-25 11:03
2419,4863,2009-08-25 15:52
2235,6791,2009-08-25 20:53
2235,3896,2009-08-25 20:54
2235,6694,2009-08-25 20:59
2235,1517,2009-08-25 21:00
2235,950,2009-08-25 21:01
2235,1294,2009-08-25 21:01
2235,3824,2009-08-25 21:01
2235,1513,2009-08-25 21:02
2235,6258,2009-08-25 21:02
2235,396,2009-08-25 21:02
2235,390,2009-08-25 21:03
2235,3849,2009-08-25 21:04
2235,3638,2009-08-25 21:04
2235,808,2009-08-25 21:05
2235,1175,2009-08-25 21:05
2235,1401,2009-08-25 21:05
2235,6289,2009-08-25 21:06
2235,3705,2009-08-25 21:07
2235,2913,2009-08-25 21:07
2235,1937,2009-08-26 00:08
2235,1639,2009-08-26 00:26
2235,6433,2009-08-26 00:27
2419,4863,2009-08-26 00:44
2235,3895,2009-08-26 00:59
2419,970,2009-08-26 04:47
2419,1852,2009-08-26 04:48
2419,4882,2009-08-26 05:41
770,181,2009-08-26 06:58
770,495,2009-08-26 07:02
2235,4266,2009-08-26 20:06
2235,1626,2009-08-26 20:14
2235,664,2009-08-26 22:40
1240,220,2009-08-27 15:58
2235,3073,2009-08-27 17:57
1240,1735,2009-08-27 18:45
2235,689,2009-08-27 21:25
1760,534,2009-08-28 00:53
2235,1639,2009-08-28 01:46
83,6380,2009-08-28 02:23
83,1639,2009-08-28 02:24
1240,4865,2009-08-28 16:12
2235,3073,2009-08-28 17:39
83,272,2009-08-28 18:49
1760,4646,2009-08-28 23:57
1760,1655,2009-08-29 03:38
2235,4434,2009-08-29 05:45
2235,1639,2009-08-30 00:33
2235,5897,2009-09-02 18:17
2235,2087,2009-09-02 19:19
2235,3790,2009-09-02 19:32
2235,454,2009-09-02 19:33
2235,5341,2009-09-02 19:43
2235,903,2009-09-02 19:44
2235,4226,2009-09-02 19:46
2235,6603,2009-09-02 19:57
2235,2108,2009-09-02 20:03
2235,1835,2009-09-02 20:03
2235,6603,2009-09-02 20:06
2235,4572,2009-09-02 20:44
2277,6572,2009-09-04 21:21
2752,3534,2009-09-04 21:31
2752,4369,2009-09-04 23:07
2752,6571,2009-09-05 00:14
2752,6735,2009-09-05 00:52
2752,6468,2009-09-05 04:12
2752,1050,2009-09-05 04:13
2752,4642,2009-09-05 05:52
83,4862,2009-09-05 06:02
2277,5897,2009-09-05 19:22
2277,2087,2009-09-05 20:39
2277,6028,2009-09-05 20:42
2277,4345,2009-09-05 20:48
2277,4845,2009-09-05 20:51
2277,2472,2009-09-05 20:52
2277,2984,2009-09-05 20:52
2277,5622,2009-09-05 20:53
2277,5482,2009-09-05 20:54
2277,3414,2009-09-05 20:54
2277,4460,2009-09-05 20:56
2277,6881,2009-09-05 20:56
2277,4578,2009-09-05 20:57
2277,3065,2009-09-05 20:57
2277,1711,2009-09-05 20:57
2277,3759,2009-09-05 21:05
2277,170,2009-09-05 21:46
2277,5401,2009-09-05 21:46
83,3697,2009-09-06 03:06
83,6759,2009-09-06 07:10
83,103,2009-09-07 00:18
2235,1639,2009-09-07 19:08
2752,3182,2009-09-08 03:11
2752,1983,2009-09-08 03:27
2752,6386,2009-09-08 03:28
2235,4398,2009-09-08 04:20
2752,4642,2009-09-08 05:00
2235,1335,2009-09-08 19:07
2235,26,2009-09-08 19:08
2235,1639,2009-09-09 00:37
722,3534,2009-09-09 23:05
722,693,2009-09-09 23:05
722,486,2009-09-09 23:42
998,4427,2009-09-11 17:30
998,5380,2009-09-11 17:30
998,813,2009-09-11 18:49
376,6064,2009-09-11 20:40
2752,6064,2009-09-11 20:40
376,4293,2009-09-12 00:45
2752,522,2009-09-12 00:46
376,522,2009-09-12 00:47
2752,4642,2009-09-12 02:15
998,1010,2009-09-12 03:27
376,4293,2009-09-12 06:00
2752,1983,2009-09-12 06:14
376,3910,2009-09-12 19:19
376,2817,2009-09-12 19:35
376,6735,2009-09-12 19:37
376,693,2009-09-12 19:38
376,486,2009-09-12 19:39
376,3534,2009-09-12 19:40
376,4634,2009-09-12 19:41
376,1099,2009-09-12 19:45
376,852,2009-09-12 19:46
376,2951,2009-09-12 19:47
376,4311,2009-09-12 20:21
376,1916,2009-09-12 20:32
376,5712,2009-09-12 21:25
376,230,2009-09-13 02:44
907,1001,2009-09-13 02:48
907,6386,2009-09-13 02:49
907,1983,2009-09-13 02:49
907,3982,2009-09-13 02:50
376,3041,2009-09-13 03:16
376,3041,2009-09-13 03:17
376,494,2009-09-13 03:17
907,5903,2009-09-13 03:29
907,619,2009-09-13 03:30
907,3223,2009-09-13 03:31
376,2348,2009-09-13 04:09
376,5712,2009-09-13 04:24
376,6785,2009-09-13 04:36
376,973,2009-09-13 04:43
376,3488,2009-09-13 04:47
376,842,2009-09-13 05:32
376,1422,2009-09-13 05:41
376,3554,2009-09-13 06:09
2752,6252,2009-09-13 15:52
2752,1189,2009-09-13 16:50
998,5380,2009-09-13 18:16
223,2439,2009-09-13 19:02
223,172,2009-09-13 19:42
223,2778,2009-09-13 20:01
223,4334,2009-09-13 21:31
223,4962,2009-09-13 21:42
223,1155,2009-09-13 21:54
2752,6906,2009-09-13 22:06
223,2959,2009-09-13 22:08
223,1302,2009-09-13 22:12
223,5123,2009-09-13 22:13
223,1792,2009-09-13 22:16
223,1899,2009-09-13 22:21
223,2946,2009-09-13 22:39
223,4698,2009-09-13 22:41
1150,1571,2009-09-13 22:48
223,2221,2009-09-13 23:28
223,3156,2009-09-13 23:38
223,6857,2009-09-13 23:44
223,1586,2009-09-13 23:44
223,3035,2009-09-13 23:45
907,6468,2009-09-13 23:46
1150,5756,2009-09-14 02:21
998,813,2009-09-14 16:53
998,4493,2009-09-14 16:58
2752,6209,2009-09-14 18:05
1150,4011,2009-09-15 01:58
1150,5004,2009-09-15 01:59
1150,5756,2009-09-15 04:11
1150,1571,2009-09-15 08:59
2752,6209,2009-09-15 16:56
1150,2029,2009-09-15 17:45
1150,290,2009-09-15 17:46
1150,3531,2009-09-16 05:06
223,1266,2009-09-16 22:56
223,4286,2009-09-16 22:57
223,487,2009-09-16 22:59
223,6108,2009-09-16 23:00
223,3843,2009-09-16 23:21
223,2222,2009-09-16 23:25
223,1475,2009-09-16 23:47
223,6492,2009-09-17 01:01
1150,4482,2009-09-17 03:47
1150,1091,2009-09-17 03:51
223,4103,2009-09-17 04:04
223,6492,2009-09-17 04:21
223,1795,2009-09-17 04:21
83,3697,2009-09-17 04:22
2277,1948,2009-09-17 20:28
2277,5497,2009-09-17 20:32
2277,6395,2009-09-17 22:44
83,5742,2009-09-18 02:43
376,842,2009-09-18 05:21
376,3910,2009-09-18 15:18
376,390,2009-09-18 16:21
376,6380,2009-09-18 16:23
376,5753,2009-09-18 16:24
376,3119,2009-09-18 16:25
376,1937,2009-09-18 16:25
376,1639,2009-09-18 16:26
2277,3207,2009-09-18 18:52
83,1163,2009-09-18 19:22
376,6289,2009-09-18 21:30
376,3041,2009-09-18 23:31
376,494,2009-09-18 23:31
2752,3231,2009-09-19 01:08
2235,842,2009-09-19 01:27
83,3697,2009-09-19 02:11
376,1983,2009-09-19 04:34
376,6908,2009-09-19 04:36
1104,4275,2009-09-19 06:08
2130,556,2009-09-19 06:44
1104,4188,2009-09-19 07:04
447,5760,2009-09-19 15:27
2752,3363,2009-09-19 17:52
1104,2639,2009-09-19 18:32
376,215,2009-09-19 19:57
376,6386,2009-09-19 19:58
376,3982,2009-09-19 19:59
376,1001,2009-09-19 19:59
376,2056,2009-09-19 19:59
376,6468,2009-09-19 20:01
376,1050,2009-09-19 20:01
376,414,2009-09-19 20:32
376,4824,2009-09-19 20:59
1150,3945,2009-09-19 21:00
376,852,2009-09-19 21:51
376,6455,2009-09-19 22:16
2235,3822,2009-09-19 23:00
1150,5756,2009-09-19 23:18
907,5903,2009-09-20 01:58
907,619,2009-09-20 01:59
376,6685,2009-09-20 02:04
907,414,2009-09-20 02:06
907,2284,2009-09-20 02:06
376,6785,2009-09-20 02:14
376,5965,2009-09-20 03:33
376,1592,2009-09-20 03:35
2130,6441,2009-09-20 04:34
2235,842,2009-09-20 05:15
2235,1422,2009-09-20 05:17
2235,228,2009-09-20 05:48
2752,1311,2009-09-20 16:31
907,2056,2009-09-20 18:54
907,3910,2009-09-20 19:05
907,6289,2009-09-20 20:33
2130,500,2009-09-20 21:05
907,4382,2009-09-20 21:24
1150,2326,2009-09-20 21:58
907,3915,2009-09-20 22:04
1150,1481,2009-09-20 22:05
2752,2233,2009-09-20 22:24
907,6538,2009-09-20 23:00
907,4482,2009-09-20 23:09
907,5893,2009-09-20 23:19
2234,1246,2009-09-20 23:24
1150,5756,2009-09-21 01:03
907,5607,2009-09-21 01:10
2234,2622,2009-09-21 01:33
2752,3277,2009-09-21 01:56
907,6289,2009-09-21 03:39
447,1514,2009-09-21 16:23
2752,6209,2009-09-21 17:25
447,1514,2009-09-21 21:19
376,3041,2009-09-21 22:28
2234,6228,2009-09-21 23:08
376,3283,2009-09-21 23:47
376,5517,2009-09-22 00:39
1150,3006,2009-09-22 01:22
1150,4646,2009-09-22 01:54
1150,3097,2009-09-22 01:54
2752,3363,2009-09-22 14:49
447,1514,2009-09-22 15:52
2752,6209,2009-09-22 17:27
489,1949,2009-09-22 19:33
489,6024,2009-09-22 19:52
722,693,2009-09-22 23:13
722,486,2009-09-22 23:14
722,3534,2009-09-22 23:14
2056,4776,2009-09-22 23:21
2056,3131,2009-09-22 23:37
2056,440,2009-09-22 23:37
2056,3162,2009-09-22 23:38
2056,2220,2009-09-22 23:39
1937,1213,2009-09-22 23:41
1937,16,2009-09-23 00:24
1788,2065,2009-09-23 03:05
447,5760,2009-09-23 04:28
1937,1213,2009-09-23 09:16
2056,4776,2009-09-23 16:16
2056,2412,2009-09-23 16:16
2056,1138,2009-09-23 16:17
1722,1144,2009-09-23 17:22
489,1949,2009-09-23 17:41
376,6826,2009-09-23 17:51
1722,6755,2009-09-23 17:55
1722,4482,2009-09-23 18:06
376,3910,2009-09-23 18:11
1937,1213,2009-09-23 18:41
2056,440,2009-09-23 18:59
2056,3131,2009-09-23 18:59
447,1514,2009-09-23 21:52
376,1964,2009-09-23 23:52
376,2817,2009-09-24 00:26
2372,2639,2009-09-24 00:32
2056,604,2009-09-24 00:36
376,3041,2009-09-24 01:28
2713,2396,2009-09-24 01:37
1722,5855,2009-09-24 02:03
376,2372,2009-09-24 02:35
1788,1976,2009-09-24 03:04
376,3182,2009-09-24 03:12
489,6336,2009-09-24 03:19
1788,1104,2009-09-24 04:36
489,6336,2009-09-24 14:37
2056,3358,2009-09-24 15:54
447,1514,2009-09-24 15:54
2056,4776,2009-09-24 15:55
2056,2412,2009-09-24 15:56
2056,440,2009-09-24 15:56
2056,1138,2009-09-24 16:27
2056,3131,2009-09-24 16:28
489,1949,2009-09-24 17:31
2056,3162,2009-09-24 19:39
1999,4201,2009-09-24 19:51
2372,2639,2009-09-24 20:02
447,1514,2009-09-24 20:40
489,2858,2009-09-24 20:42
2713,6686,2009-09-24 21:28
2233,2928,2009-09-24 21:38
2056,740,2009-09-24 23:38
1722,813,2009-09-24 23:42
2233,942,2009-09-25 00:08
2372,2907,2009-09-25 00:23
1722,4427,2009-09-25 00:44
2713,6026,2009-09-25 02:57
1150,6492,2009-09-25 03:37
1150,4103,2009-09-25 03:39
1722,5896,2009-09-25 03:51
1999,5341,2009-09-25 04:16
2233,453,2009-09-25 04:19
489,6336,2009-09-25 04:20
1423,775,2009-09-25 05:16
376,3488,2009-09-25 14:58
376,5656,2009-09-25 15:01
376,5874,2009-09-25 15:04
376,5660,2009-09-25 15:09
376,6194,2009-09-25 15:14
376,5885,2009-09-25 15:31
2752,6209,2009-09-25 16:03
1394,1533,2009-09-25 16:06
2056,740,2009-09-25 16:51
2056,4776,2009-09-25 16:51
2056,1138,2009-09-25 16:51
376,842,2009-09-25 16:54
489,1949,2009-09-25 17:09
1999,5634,2009-09-25 17:33
924,5581,2009-09-25 19:03
1999,4201,2009-09-25 19:29
2056,3131,2009-09-25 20:32
2519,103,2009-09-25 20:39
2519,6838,2009-09-25 20:59
2519,2128,2009-09-25 21:01
2233,6412,2009-09-25 21:06
1999,2617,2009-09-25 21:12
2233,4020,2009-09-25 21:18
447,1514,2009-09-25 21:22
2233,2392,2009-09-25 21:38
1394,6158,2009-09-25 23:37
1150,4187,2009-09-25 23:57
1150,2859,2009-09-26 00:02
1150,1335,2009-09-26 00:10
1150,26,2009-09-26 00:10
1150,1011,2009-09-26 00:10
1150,3844,2009-09-26 00:11
1423,4643,2009-09-26 00:18
1150,6346,2009-09-26 00:21
1150,2705,2009-09-26 00:21
2056,740,2009-09-26 00:36
2056,5012,2009-09-26 01:14
924,4716,2009-09-26 02:47
998,1010,2009-09-26 02:52
458,1010,2009-09-26 02:53
489,6336,2009-09-26 05:27
2519,5998,2009-09-26 15:06
489,6336,2009-09-26 15:07
1394,1416,2009-09-26 17:46
1983,3821,2009-09-26 18:20
1760,4505,2009-09-26 19:02
998,225,2009-09-26 19:10
1983,1639,2009-09-26 19:30
1394,2070,2009-09-26 19:34
1423,1181,2009-09-26 19:49
1760,1639,2009-09-26 20:10
1423,775,2009-09-26 20:29
2752,569,2009-09-26 21:00
2752,3277,2009-09-26 21:21
924,813,2009-09-26 21:43
1394,1564,2009-09-26 22:29
1423,532,2009-09-26 23:00
1394,6435,2009-09-26 23:05
2752,3303,2009-09-26 23:34
2233,5512,2009-09-27 00:11
2233,3381,2009-09-27 00:27
346,2065,2009-09-27 00:36
2233,4700,2009-09-27 01:13
447,5760,2009-09-27 01:25
2130,3483,2009-09-27 03:09
1760,1030,2009-09-27 03:58
907,3256,2009-09-27 04:32
1760,1585,2009-09-27 05:18
907,4369,2009-09-27 05:25
2130,5947,2009-09-27 05:26
2130,556,2009-09-27 11:10
489,3456,2009-09-27 12:47
1394,1416,2009-09-27 16:46
458,1189,2009-09-27 17:11
998,5380,2009-09-27 17:53
907,2123,2009-09-27 17:55
2056,6348,2009-09-27 18:14
907,5249,2009-09-27 18:21
1983,857,2009-09-27 18:27
489,5512,2009-09-27 18:35
2130,6785,2009-09-27 19:30
489,2166,2009-09-27 20:39
346,1092,2009-09-27 20:43
907,5853,2009-09-27 20:44
1394,3527,2009-09-27 20:51
998,813,2009-09-27 21:31
998,5380,2009-09-27 21:34
458,5380,2009-09-27 21:39
2056,3596,2009-09-27 21:45
1394,4482,2009-09-27 21:47
2056,4777,2009-09-27 22:09
1394,813,2009-09-27 22:33
1394,278,2009-09-27 22:58
2233,3663,2009-09-27 23:09
2130,3763,2009-09-27 23:15
2056,5325,2009-09-27 23:20
2056,2995,2009-09-27 23:23
907,2123,2009-09-27 23:31
907,5984,2009-09-27 23:47
2233,3907,2009-09-28 00:00
458,4205,2009-09-28 01:24
1760,6626,2009-09-28 04:34
346,2437,2009-09-28 04:46
489,6336,2009-09-28 06:14
2243,91,2009-09-28 06:58
1966,1466,2009-09-28 15:15
447,1514,2009-09-28 15:54
1966,4338,2009-09-28 16:05
2056,740,2009-09-28 16:26
2056,4776,2009-09-28 16:27
2056,440,2009-09-28 16:27
2056,1138,2009-09-28 16:27
2056,3131,2009-09-28 16:28
1394,1533,2009-09-28 16:52
2243,621,2009-09-28 17:20
1423,557,2009-09-28 17:26
1966,1959,2009-09-28 18:30
1966,5787,2009-09-28 18:37
1173,2877,2009-09-28 19:20
2056,3358,2009-09-28 19:29
2056,1138,2009-09-28 19:29
2056,440,2009-09-28 19:29
2056,4776,2009-09-28 19:30
2056,3162,2009-09-28 19:30
2056,3131,2009-09-28 19:30
2056,740,2009-09-28 19:30
2243,5150,2009-09-28 19:58
1173,1837,2009-09-28 20:22
1966,2264,2009-09-28 20:35
2235,4875,2009-09-28 20:36
2235,6838,2009-09-28 20:37
2235,4275,2009-09-28 21:51
2235,4015,2009-09-28 21:52
2235,683,2009-09-28 21:52
2235,5178,2009-09-28 21:52
738,3915,2009-09-28 21:54
738,73,2009-09-28 21:55
1808,5425,2009-09-28 21:56
738,268,2009-09-28 21:57
738,4849,2009-09-28 21:58
2235,2029,2009-09-28 22:08
2235,290,2009-09-28 22:08
2235,341,2009-09-28 22:09
924,1610,2009-09-28 22:20
1760,518,2009-09-28 22:32
1937,3182,2009-09-28 23:26
2056,2220,2009-09-28 23:45
2056,3162,2009-09-28 23:45
2056,440,2009-09-28 23:46
2056,1138,2009-09-28 23:46
2056,3358,2009-09-28 23:46
2056,3131,2009-09-28 23:46
2056,4776,2009-09-28 23:47
2056,740,2009-09-28 23:47
1937,3283,2009-09-29 00:08
1937,1983,2009-09-29 00:32
2872,842,2009-09-29 00:38
2872,1087,2009-09-29 00:40
2243,91,2009-09-29 01:06
2872,5498,2009-09-29 01:07
2872,6601,2009-09-29 01:08
1808,3153,2009-09-29 01:17
1394,6001,2009-09-29 01:20
489,6336,2009-09-29 01:55
924,2140,2009-09-29 02:22
248,4660,2009-09-29 03:15
1760,2783,2009-09-29 03:47
1423,2207,2009-09-29 04:27
1937,1213,2009-09-29 04:46
2235,1516,2009-09-29 04:46
489,6336,2009-09-29 04:56
907,5903,2009-09-29 05:09
907,2123,2009-09-29 05:52
1173,624,2009-09-29 06:00
2713,6686,2009-09-29 15:50
2056,2220,2009-09-29 16:06
2056,3162,2009-09-29 16:07
2056,3358,2009-09-29 16:07
2056,3131,2009-09-29 16:07
2056,1138,2009-09-29 16:07
2056,440,2009-09-29 16:07
2056,740,2009-09-29 16:08
2056,4776,2009-09-29 16:08
1423,2997,2009-09-29 17:23
1394,1533,2009-09-29 17:36
2243,3577,2009-09-29 18:51
447,1514,2009-09-29 19:00
2056,2412,2009-09-29 19:02
907,1735,2009-09-29 19:05
489,1949,2009-09-29 19:35
442,1175,2009-09-29 19:39
1423,2819,2009-09-29 19:40
1760,4646,2009-09-29 19:47
2056,2220,2009-09-29 19:54
2056,3162,2009-09-29 19:54
2056,3358,2009-09-29 19:56
2056,3131,2009-09-29 19:56
2056,1138,2009-09-29 19:56
2056,440,2009-09-29 19:56
2056,4776,2009-09-29 19:57
1423,5092,2009-09-29 19:57
2056,740,2009-09-29 19:58
442,3517,2009-09-29 20:00
1937,16,2009-09-29 20:22
2233,2392,2009-09-29 20:40
924,6052,2009-09-29 20:46
1394,1416,2009-09-29 21:33
1423,6159,2009-09-29 22:07
248,1495,2009-09-29 23:25
1937,1213,2009-09-29 23:39
1423,532,2009-09-30 00:08
442,6289,2009-09-30 01:55
1808,4221,2009-09-30 02:15
